centimetrski,Ppnmetd,Ppnmeid,-,-,Ppnmetd,,-,-,F0004906.000802.1.18
grand,Slmei,Somei,grand,Granda,,Somei,grand,,F0004906.000802.1.2
espaceom,-,-,espaceo,espace,-,-,,espace,F0004906.000802.1.8
petdesetih,Kbvsmm,Kbvsmr,-,-,,Kbvsmr,-,-,F0004911.000622.2.14
državno,Rsn,Ppnsei,državno,državen,,Ppnsei,,državen,F0004911.000622.2.7
razsulo,Sosei,Soset,-,-,,Soset,-,-,F0004911.000622.2.9
Star,Ppnmein,Slmei,star,Star,,Slmei,,Star,F0004921.004587.3.23
rešiteljsko,Ppnzet,Sozet,rešiteljski,rešiteljska,Ppnzet,,rešiteljski,,F0004921.004587.3.6
tatu,Somem,Sometn,tat,tatu,,Sometn,tat,,F0004921.013900.3.2
MZZ,Slmei,Slzer,-,-,Slmei,,-,-,F0004921.016284.2.4
okoli,Dr,Rsn,-,-,,Rsn,-,-,F0004921.019848.4.26
sedem,Kbg-mi,Kbg-mt,-,-,,Kbg-mt,-,-,F0004921.032407.1.21
Demšar,Slmei,Slzer,-,-,,Slzer,-,-,F0004921.033316.1.27
podiplomski,Ppnmeid,Ppnmetd,-,-,,Ppnmetd,-,-,F0004921.033316.1.33
M.,-,-,M.,m.,-,-,M.,,F0004921.045661.1.2
Ko,Vd,Nj,-,-,,Nj,-,-,F0004921.045661.1.3
Kastelica,Slmer,Slzei,Kastelic,Kastelica,Slmer,,Kastelic,Kastelica,F0004921.047908.5.37
se,Slmei,Zp------k,-,-,,Zp------k,-,-,F0004921.047908.5.6
Smrečnik,Somei,Slmei,smrečnik,Smrečnik,,Slmei,,Smrečnik,F0004921.049424.3.12
količini,Sozem,Sozed,-,-,,Sozed,-,-,F0004921.049525.4.14
Osem,Kbg-mt,Kbg-mi,-,-,,Kbg-mi,-,-,F0004921.049863.1.1
istim,Zn-seo,Ggvspe,isti,istiti,Zn-seo,,isti,,F0004921.060964.2.11
obredom,Someo,Sommd,-,-,,Sommd,-,-,F0004921.060964.2.12
polifenolnimi,Ppnzmo,Nj,polifenolen,polifenolnimi,Ppnzmo,,polifenolen,,F0004921.062939.1.19
kvarternimi,Ppnzmo,Nj,kvarteren,kvarternimi,Ppnzmo,,kvarteren,,F0004921.062939.1.20
amonijevimi,Psnzmo,Nj,amonijev,amonijevimi,Psnzmo,,amonijev,,F0004921.062939.1.21
protimikrobno,Ppnsei,Ppnzet,-,-,Ppnsei,Ppnzet,-,-,F0004921.062939.1.27
bakterije,Sozmi,Sozmt,-,-,,Sozmt,-,-,F0004921.062939.1.31
ranjeno,Pdnzet,Pdnsei,-,-,Pdnzet,,-,-,F0004921.073983.7.2
katerih,Zv-smm,Zv-zmm,-,-,,Zv-zmm,-,-,F0004921.076875.6.14
marici,-,-,marica,Marica,-,-,marica,,F0004921.076875.6.19
poškodbe,Sozmi,Sozmt,-,-,,Sozmt,-,-,F0004921.076875.6.28
Terme,Sozmt,Slzmi,terme,Terma,Sozmt,,terme,,F0004921.079098.1.25
Leljaku,Somed,Slmed,leljak,Leljak,,Slmed,,Leljak,F0004921.079098.1.7
Odbojkarsko,Ppnsei,Rsn,odbojkarski,odbojkarsko,,Rsn,,odbojkarsko,F0004930.016242.2.1
me,Zop-er--k,Zop-et--k,-,-,,Zop-et--k,-,-,F0004930.016242.2.7
Partizan,Somei,Slmei,partizan,Partizan,Somei,,partizan,,F0004930.016801.1.14
Politehnica,Sozei,Slmei,politehnica,Politehnica,,Slmei,,Politehnica,F0004930.016801.1.34
zmaga,Sozei,Ggdste,zmaga,zmagati,Sozei,,zmaga,,F0004930.039084.1.2
Pilotes,Somei,Slmei,pilotes,Pilotes,Somei,Slmei,pilotes,Pilotes,F0004930.042058.2.1
Posada,Somei,Slmei,posada,Posada,Somei,Slmei,posada,Posada,F0004930.042058.2.2
Dvorana,Sozei,Slzei,dvorana,Dvorana,Sozei,,dvorana,,F0004930.042480.1.4
prvi,Kbvzem,Kbvmei,-,-,Kbvzem,,-,-,F0004930.046932.1.3
ligi,Sozem,Sozed,-,-,,Sozed,-,-,F0004930.046932.1.4
KAREL,-,-,KAREL,Karel,-,-,,Karel,F0004930.051571.1.1
Hertha,-,-,Herth,Hertha,-,-,,Hertha,F0004930.061706.2.1
Medina,Slmei,Slzei,-,-,Slmei,,-,-,F0004930.071044.2.20
niti,L,Vp,-,-,L,,-,-,F0004930.076685.1.15
jutrišnje,Ppnzmi,Ppnzer,-,-,,Ppnzer,-,-,F0004930.084707.5.18
Futsal,N,Slmei,futsal,Futsal,N,Slmei,futsal,,F0004930.092066.1.1
izgubila,Ggdd-ez,Ggdd-dm,-,-,Ggdd-ez,,-,-,F0004930.092066.1.12
Štuhec,Slmei,Slzei,-,-,,Slzei,-,-,F0004930.093810.2.19
Katarino,Slzeo,Slmei,Katarina,Katarino,Slzeo,Slmei,Katarina,,F0004930.093810.2.35
Francozi,Slmmi,Sommi,Francoz,francoz,Slmmi,,Francoz,,F0004930.108144.1.1
drugega,Kbzmer,Kbzser,-,-,Kbzmer,,-,-,F0004930.111152.5.3
Marseillom,-,-,Marseill,Marseille,-,-,,Marseille,F0004930.134884.2.10
kvalifikacije,Sozer,Sozmt,-,-,,Sozmt,-,-,F0004930.134884.2.3
Najlepšo,Ppszet,Slmei,lep,Najlepšo,Ppszet,,lep,,F0004930.136177.5.1
Jahičem,Someo,Slmeo,jahič,Jahič,,Slmeo,,Jahič,F0004930.136177.5.16
73,-,-,73,7en,-,-,73,,F0004930.136177.5.7
Novak,Slmei,Slzei,-,-,,Slzei,-,-,F0004945.000108.4.2
kolonialni,Ppnzem,Ppnzed,-,-,Ppnzem,,-,-,F0004957.000514.3.18
sili,Sozem,Sozed,-,-,Sozem,,-,-,F0004957.000514.3.19
Modro,Rsn,Ppnsei,modro,moder,,Ppnsei,,moder,F0005000.000628.4.1
jutranje,Ppnset,Ppnsei,-,-,,Ppnsei,-,-,F0005000.000628.4.2
Jutranji,Ppnmetd,Ppnmeid,-,-,,Ppnmeid,-,-,F0005012.000936.2.4
Drenice,Sozer,Slzer,drenica,Drenica,,Slzer,,Drenica,F0005017.001021.1.20
katerem,Zv-sem,Zv-mem,-,-,Zv-sem,,-,-,F0005017.001021.1.29
šestdeset,Kbg-mi,Kbg-mt,-,-,Kbg-mi,,-,-,F0005017.001021.1.32
Filovci,Slmei,Slmmi,Filovci,Filovec,,Slmmi,Filovci,,F0005038.000323.3.11
Nef,Slmei,Slzei,-,-,,Slzei,-,-,F0005039.000025.5.12
zadnje,Ppnsei,Ppnmmt,-,-,,Ppnmmt,-,-,F0005047.001376.2.18
kaj,Rsn,Zv-set,-,-,,Zv-set,-,-,F0005047.001376.2.4
Furlan,Slmei,Slzei,-,-,,Slzei,-,-,F0005049.001251.1.2
jih,Zotzmt--k,Zotmmt--k,-,-,Zotzmt--k,,-,-,F0005071.003585.8.13
ogleda,Somer,Ggdste,ogled,ogledati,Somer,,ogled,,F0005071.003585.8.3
Galerije,Sozer,Sozmi,-,-,,Sozmi,-,-,F0005071.003585.8.7
kako,Rsn,Zv-zet,kako,kak,,Zv-zet,,kak,F0005071.004884.2.26
Harakat,Somei,Nj,harakat,Harakat,,Nj,,Harakat,F0005071.006367.1.17
Tahrir,Somei,Nj,tahrir,Tahrir,,Nj,,Tahrir,F0005071.006367.1.18
Saguia,Slmei,Nj,-,-,Slmei,,-,-,F0005071.006367.1.19
El,N,Nj,-,-,,Nj,-,-,F0005071.006367.1.20
Hamra,Slmei,Nj,-,-,Slmei,,-,-,F0005071.006367.1.21
wa,Slzei,Nj,-,-,,Nj,-,-,F0005071.006367.1.22
Wadi,Ppnmeid,Nj,wad,Wadi,,Nj,,Wadi,F0005071.006367.1.23
adh,Somei,Nj,-,-,,Nj,-,-,F0005071.006367.1.24
Dhahbe,N,Slmei,dhahbe,Dhahbe,,Slmei,,Dhahbe,F0005071.006367.1.26
Smara,Somer,Slmei,smar,Smara,,Slmei,,Smara,F0005071.006367.1.39
imenovana,Pdnzei,Pdnmdi,-,-,,Pdnmdi,-,-,F0005075.000049.2.13
nova,Ppnzei,Ppnmdi,-,-,,Ppnmdi,-,-,F0005075.000049.2.14
jih,Zotmmt--k,Zotmmr--k,-,-,Zotmmt--k,,-,-,F0005075.000049.2.50
stara,Ppnzei,Ppnmdi,-,-,Ppnzei,Ppnmdi,-,-,F0005075.000049.2.7
sveta,Somer,Somdi,-,-,Somer,Somdi,-,-,F0005075.000049.2.8
doze,Sozer,Sozmi,-,-,,Sozmi,-,-,F0005106.001272.3.6
projektu,Somem,Somed,-,-,,Somed,-,-,F0005116.000212.3.8
RADENCI,-,-,RADENCI,Radenci,-,-,,Radenci,F0005116.000440.1.1
Radenski,Ppnmeid,Ppnmetd,-,-,Ppnmeid,,-,-,F0005116.000440.1.12
zaustavili,Ggdd-mm,Ggdd-dz,-,-,Ggdd-mm,,-,-,F0005116.000440.1.14
voznika,Somdi,Somer,-,-,,Somer,-,-,F0005116.000440.1.22
G.,-,-,G.,g.,-,-,G.,,F0005116.000440.1.24
R.,-,-,R.,r.,-,-,R.,,F0005116.000440.1.28
B.,-,-,B.,b.,-,-,B.,,F0005116.000440.1.31
PP,Slzei,Slmei,-,-,Slzei,,-,-,F0005116.000440.1.6
muzejske,Ppnzer,Ppnzmt,-,-,,Ppnzmt,-,-,F0005118.000316.3.11
zbirke,Sozer,Sozmt,-,-,,Sozmt,-,-,F0005118.000316.3.12
Poročila,Soser,Sosmi,-,-,,Sosmi,-,-,F0005121.001241.15.2
BBC,Slmei,Slzer,-,-,Slmei,,-,-,F0005121.001241.15.6
svojem,Zp-mem,Zp-sem,-,-,,Zp-sem,-,-,F0005129.000765.1.12
upovedovalnih,Ppnzmr,Somer,upovedovalen,upovedovalni,Ppnzmr,,upovedovalen,,F0005167.000120.6.13
svetek,Sometn,Somei,-,-,Sometn,,-,-,F0005184.000002.1.15
mi,Zopmmi,Zop-ed--k,-,-,,Zop-ed--k,-,-,F0005184.000002.1.2
KAMNICA,Sozei,Slzei,kamnica,Kamnica,,Slzei,,Kamnica,F0005193.000931.1.3
višjih,Pppzmr,Pppmmr,-,-,,Pppmmr,-,-,F0005283.000557.7.14
ZPP,Slmer,Slmei,-,-,,Slmei,-,-,F0005283.002325.1.17
izpodbijanega,Pdnmer,Pdnser,-,-,Pdnmer,,-,-,F0005283.002325.1.24
Western,Somei,Slmei,western,Western,,Slmei,,Western,F0005284.000095.3.12
Mobitel,Slmei,Somei,Mobitel,mobitel,,Somei,,mobitel,F0005284.000095.3.15
Teleimpuls,Somei,Slmei,teleimpuls,Teleimpuls,,Slmei,,Teleimpuls,F0005284.000095.3.17
lastnika,Sometd,Somer,-,-,,Somer,-,-,F0005284.000095.3.22
Mobilkoma,Slzei,Slmer,Mobilkoma,Mobilkom,,Slmer,,Mobilkom,F0005284.000095.3.26
predstavljeni,Pdnmmi,Pdnmeid,-,-,,Pdnmeid,-,-,F0005312.000661.3.11
Vsak,Zc-mei,Zc-met,-,-,Zc-mei,,-,-,F0005319.000100.2.1
vlak,Somei,Sozmr,vlak,vlaka,,Sozmr,,vlaka,F0005319.000100.2.12
poseg,Somei,Sometn,-,-,Somei,,-,-,F0005319.000100.2.2
M.,-,-,M.,m.,-,-,M.,,F0005358.000247.2.11
L.,-,-,L.,l.,-,-,L.,,F0005358.000247.2.12
vse,Rsn,Zc-set,vse,ves,,Zc-set,,ves,F0005391.001093.2.3
sporočil,Sosmr,Ggdd-em,sporočilo,sporočiti,Sosmr,,sporočilo,,F0005391.001093.2.7
Zero,N,Slmei,zero,Zero,,Slmei,,Zero,F0005395.005966.1.1
Zero,N,Slmei,zero,Zero,,Slmei,,Zero,F0005395.005966.1.3
152g,Kag,Slmei,-,-,Kag,,-,-,F0005395.005966.1.9
dela,Soser,Ggnste,delo,delati,Soser,,delo,,F0005395.009811.5.12
obleke,Sozer,Sozmi,-,-,,Sozmi,-,-,F0005395.009811.5.22
Bogom,Someo,Slmeo,bog,Bogo,Someo,,bog,,F0005395.011277.2.18
S.,-,-,S.,s.,-,-,S.,,F0005401.000581.10.1
R.,-,-,R.,r.,-,-,R.,,F0005401.000581.10.2
osnutek,Somei,Sometn,-,-,,Sometn,-,-,F0005401.002791.9.14
KS,Sozmr,Somei,-,-,Sozmr,Somei,-,-,F0005401.002791.9.58
pravi,Ppnmeid,Ggvste,pravi,praviti,,Ggvste,,praviti,F0005401.006821.8.15
Šekoranja,Soser,Slmei,šekoranje,Šekoranja,,Slmei,,Šekoranja,F0005401.006821.8.16
drugo,Kbzset,Kbzzet,-,-,Kbzset,Kbzzet,-,-,F0005402.001084.1.12
izmenjala,Ggdd-ez,Ggdd-dm,-,-,,Ggdd-dm,-,-,F0005402.001084.1.28
telefonski,Ppnzem,Ppnzed,-,-,Ppnzem,Ppnzed,-,-,F0005402.001084.1.29
številki,Sozem,Sozed,-,-,Sozem,Sozed,-,-,F0005402.001084.1.30
prijazne,Ppnzer,Ppnzmi,-,-,Ppnzer,Ppnzmi,-,-,F0005402.001084.1.32
besede,Sozer,Sozmi,-,-,Sozer,Sozmi,-,-,F0005402.001084.1.33
tako,Rsn,Vp,-,-,Rsn,,-,-,F0005402.001084.1.43
vsakdanji,Ppnmmi,Ppnmetd,-,-,Ppnmmi,Ppnmetd,-,-,F0005402.001084.1.44
usodno,Rsn,Ppnsei,usodno,usoden,,Ppnsei,,usoden,F0005402.001084.1.6
najino,Zspseid,Psnzet,-,-,Zspseid,,-,-,F0005402.001084.1.8
Opredeljene,Pdnzmt,Pdnzer,-,-,Pdnzmt,,-,-,F0005409.000010.5.2
odprti,Pdnmmi,Pdnzem,-,-,Pdnmmi,,-,-,F0005421.000410.1.11
druge,Kbzzer,Kbzmmt,-,-,,Kbzmmt,-,-,F0005439.002540.1.5
kaj,Rsn,Zv-set,-,-,Rsn,,-,-,F0005454.000690.18.16
človeku,Somem,Somed,-,-,,Somed,-,-,F0005463.003896.7.10
jih,Zotmmt--k,Zotzmr--k,-,-,Zotmmt--k,Zotzmr--k,-,-,F0005463.003896.7.18
mamila,Soser,Sosmi,-,-,,Sosmi,-,-,F0005463.003896.7.8
Več,L,Rsr,-,-,,Rsr,-,-,F0005468.002622.4.1
PRVI,Kbvmet,Kbvmmi,-,-,,Kbvmmi,-,-,F0005468.006610.1.3
Munje,Slzei,Sosei,Munje,munje,Slzei,Sosei,Munje,munje,F0005468.009086.1.1
moške,Ppnmmt,Sommt,-,-,,Sommt,-,-,F0005481.000511.4.34
združitev,Sozei,Sozet,-,-,,Sozet,-,-,F0005502.000215.4.4
podjetij,Sosmr,Sosdr,-,-,,Sosdr,-,-,F0005502.000215.4.6
urad,Somei,Sometn,-,-,Somei,,-,-,F0005502.000215.4.9
formalne,Ppnzmi,Ppnzmt,-,-,Ppnzmi,,-,-,F0005502.000474.4.2
pravice,Sozmi,Sozmt,-,-,,Sozmt,-,-,F0005502.000474.4.3
Betsy,Sometn,Slmei,betsy,Betsy,Sometn,Slmei,,Betsy,F0005502.000587.2.12
Bickle,Ggnste,Slmei,bicklesti,Bickle,,Slmei,,Bickle,F0005502.000587.2.4
prah,Slmei,Somei,-,-,Slmei,Somei,-,-,F0005504.002270.2.15
Lepi,Ppnmmi,Ppnmeid,-,-,,Ppnmeid,-,-,F0005504.008211.1.1
Dasa,Slmer,Slmei,Das,Dasa,,Slmei,,Dasa,F0005504.008211.1.2
Kratke,Ppnzer,Ppnzmi,-,-,,Ppnzmi,-,-,F0005504.013654.1.1
novičke,Sozer,Sozmi,-,-,,Sozmi,-,-,F0005504.013654.1.2
običajen,Ppnmein,Ppnmetn,-,-,Ppnmein,,-,-,F0005504.014031.1.4
A,Vp,Somei,-,-,,Somei,-,-,F0005504.014031.1.7
kaj,Rsn,Zv-set,-,-,,Zv-set,-,-,F0005504.016802.4.6
Upodobljevavke,Sozer,Somei,upodobljevavka,upodobljevavke,Sozer,Somei,upodobljevavka,,F0005504.021908.1.1
njenega,Zstmerez,Zstserez,-,-,,Zstserez,-,-,F0005504.022280.3.15
glavnih,Ppnzmr,Ppnsmr,-,-,,Ppnsmr,-,-,F0005504.022280.3.22
605238D,Slzet,Slmei,605238d,605238D,Slzet,Slmei,605238d,605238D,F0005504.028190.1.1
mojstrom,Someo,Sommd,-,-,,Sommd,-,-,F0005504.045945.2.2
dan,Sometn,Somei,-,-,Sometn,,-,-,F0005504.045945.2.22
dvojni,Kbdzem,Ppnmeid,-,-,Kbdzem,,-,-,F0005504.045945.2.24
The,N,Nj,the,The,,Nj,,The,F0005504.045945.2.3
Dizzie,N,Nj,dizzie,Dizzie,,Nj,,Dizzie,F0005504.045945.2.4
Gillespie,N,Nj,gillespie,Gillespie,,Nj,,Gillespie,F0005504.045945.2.5
All,N,Slmei,all,All,N,,all,,F0005504.045945.2.6
Star,Ppnmein,Slmei,star,Star,,Slmei,,Star,F0005504.045945.2.7
Big,Somei,Slmei,big,Big,,Slmei,,Big,F0005504.045945.2.8
Band,Somei,Slmei,band,Band,,Slmei,,Band,F0005504.045945.2.9
ti,Zod-ei,Zk-mmi,ti,ta,Zod-ei,,ti,,F0005504.052411.10.14
vse,Rsn,Zc-set,vse,ves,,Zc-set,,ves,F0005504.052411.10.21
je,Zotzer--k,Gp-ste-n,on,biti,Zotzer--k,,on,,F0005504.052411.10.3
J,-,-,J,j,-,-,J,,F0005504.055830.1.1
Lovenjak,Somei,Slzei,lovenjak,Lovenjak,,Slzei,,Lovenjak,F0005504.060077.1.2
ů,Sometd,U,-,-,Sometd,U,-,-,F0005504.060077.1.7
Nino,Slmei,Slzeo,Nino,Nina,,Slzeo,,Nina,F0005504.073573.2.3
nakupili,Ggdd-mm,Ggdd-dz,-,-,,Ggdd-dz,-,-,F0005504.073573.2.5
SALMA,Slzei,Slmei,-,-,Slzei,,-,-,F0005504.082507.1.1
578008AC,-,-,578008ac,578008AC,-,-,,578008AC,F0005504.082507.1.5
tradiciji,Sozem,Sozed,-,-,,Sozed,-,-,F0005504.105735.3.6
FA,Sometd,Ppnmetd,f,fa,Sometd,Ppnmetd,f,fa,F0005514.002514.21.13
Leedsu,Slmem,Slmed,-,-,,Slmed,-,-,F0005514.002514.21.16
Postojna,Sozei,Slzei,postojna,Postojna,,Slzei,,Postojna,F0005514.004842.8.1
dvainpolkrat,Rsn,Sometn,-,-,Rsn,,-,-,F0005519.000107.1.12
Počitniška,Ppnsmi,Ppnsmt,-,-,Ppnsmi,,-,-,F0005525.000071.1.1
dela,Soser,Sosmt,-,-,Soser,Sosmt,-,-,F0005525.000071.1.2
Navdušenja,Soser,Sosmi,-,-,Soser,,-,-,F0005531.000044.2.1
SP,Somei,Soser,-,-,Somei,Soser,-,-,F0005531.001022.5.12
SZ,Slmei,Slzei,-,-,,Slzei,-,-,F0005531.001022.5.31
splošno,Rsn,Ppnset,splošno,splošen,,Ppnset,,splošen,F0005543.000660.1.12
opazen,Ppnmein,Ppnmetn,-,-,Ppnmein,,-,-,F0005543.000660.1.13
nedvomen,Ppnmein,Ppnmetn,-,-,Ppnmein,,-,-,F0005543.000660.1.14
radikalen,Ppnmein,Ppnmetn,-,-,Ppnmein,,-,-,F0005543.000660.1.15
preobrat,Somei,Sometn,-,-,Somei,,-,-,F0005543.000660.1.16
pripombi,Sozem,Sozed,-,-,,Sozed,-,-,F0005559.001336.1.21
nič,Zl-sei,Zl-set,-,-,,Zl-set,-,-,F0005559.001336.1.5
Š.,-,-,Š.,š.,-,-,Š.,,F0005564.000022.2.1
Šentjurju,Slmem,Slsem,Šentjur,Šentjurje,Slmem,,Šentjur,,F0005564.000022.2.6
občutje,Soset,Sosei,-,-,Soset,,-,-,F0005570.000810.6.18
skupino,Sozet,Sozeo,-,-,,Sozeo,-,-,F0005570.000968.7.10
krize,Sozer,Sozmi,-,-,,Sozmi,-,-,F0005571.000106.2.2
razočarani,Pdnmmi,Pdnmetd,-,-,,Pdnmetd,-,-,F0005577.002667.5.10
jih,Zotmmr--k,Zotmmt--k,-,-,Zotmmr--k,,-,-,F0005577.003542.7.11
Šaočiju,Slmed,Slzet,Šaoči,Šaočiju,Slmed,,Šaoči,,F0005577.005598.11.12
Maova,Slzei,Psnzei,Maova,maov,Slzei,Psnzei,Maova,maov,F0005577.005598.11.21
umrli,Ggdd-mm,Pdnmmi,umreti,umrl,Ggdd-mm,,umreti,,F0005577.005598.11.44
BLIŽE,-,-,blizko,blizu,-,-,,blizu,F0005577.005653.2.6
RIMU,-,-,RIM,Rim,-,-,,Rim,F0005577.005653.2.7
naporno,Rsn,Ppnsei,naporno,naporen,,Ppnsei,,naporen,F0005586.000427.3.9
podlage,Sozmt,Sozmi,-,-,,Sozmi,-,-,F0005614.000578.6.12
ekplicitno,Rsn,Somei,-,-,Rsn,,-,-,F0005614.000578.6.18
odrezane,Pdnzmi,Pdnzmt,-,-,Pdnzmi,Pdnzmt,-,-,F0005614.000578.6.2
suši,Sozem,Sometn,suša,suši,,Sometn,,suši,F0005629.001589.1.3
oba,Zc-mdt,Zc-mdi,-,-,Zc-mdt,,-,-,F0005664.000161.1.14
indeksa,Somdt,Somer,-,-,Somdt,,-,-,F0005664.000161.1.15
drobno,Rsn,Ppnset,drobno,droben,Rsn,,drobno,,F0005664.000161.1.21
torej,Rsn,Vp,-,-,,Vp,-,-,F0005671.000212.4.16
teh,Zk-mmr,Zk-zmr,-,-,,Zk-zmr,-,-,F0005671.000212.4.20
članice,Sozmi,Sozer,-,-,,Sozer,-,-,F0005686.000097.5.16
svojevrsten,Ppnmetn,Ppnmein,-,-,,Ppnmein,-,-,F0005686.000097.5.7
multipliciral,Sosmr,Ggdd-em,multipliciralo,multiplicirati,,Ggdd-em,,multiplicirati,F0005687.000567.5.19
v,Dm,Dt,-,-,,Dt,-,-,F0005687.000567.5.20
svetovnih,Ppnmmr,Ppnsmr,-,-,,Ppnsmr,-,-,F0005713.001360.1.10
Križankah,Sozmm,Slzmm,križanka,Križanka,,Slzmm,,Križanka,F0005726.000309.1.10
etno,-,-,etna,Etna,-,-,etna,Etna,F0005726.000309.1.7
dejavnost,Sozei,Sozet,-,-,,Sozet,-,-,F0005762.008736.1.10
izločila,Ggdd-ez,Soser,izločiti,izločilo,Ggdd-ez,,izločiti,,F0005762.008736.1.9
SVZ,Somei,Slmei,svz,SVZ,,Slmei,,SVZ,F0005762.019061.4.1
NS,Sometn,Somei,NS,ns,Sometn,Somei,NS,,F0005762.028137.6.19
specializiranega,Pdnser,Pdnmet,-,-,,Pdnmet,-,-,F0005762.031769.1.26
pomembne,Ppnzmi,Ppnzmt,-,-,,Ppnzmt,-,-,F0005762.033409.4.11
ščiti,Ggnste,Sommi,ščititi,ščit,Ggnste,,ščititi,,F0005762.036362.3.19
vpogled,Sometn,Somei,-,-,,Somei,-,-,F0005762.036362.3.4
MOL,Slzei,Somei,MOL,mol,Slzei,,MOL,,F0005762.036784.1.5
včerajšnji,Ppnmeid,Ppnmetd,-,-,Ppnmeid,,-,-,F0005762.038796.1.11
skladiščenje,Soset,Sosei,-,-,,Sosei,-,-,F0005762.044901.1.12
F.,-,-,F.,f.,-,-,F.,,F0005762.044901.1.4
A.,-,-,A.,a.,-,-,A.,,F0005762.044901.1.5
sedanjega,Ppnmer,Ppnmet,-,-,Ppnmer,,-,-,F0005770.000681.1.7
šefa,Somer,Sometd,-,-,Somer,,-,-,F0005770.000681.1.8
Awojobi,Sozem,Slmei,awojoba,Awojobi,,Slmei,,Awojobi,F0005797.000379.1.1
nasprotnikov,Sommr,Psnmetn,nasprotnik,nasprotnikov,,Psnmetn,,nasprotnikov,F0005799.000881.3.11
sklepnim,Ppnmeo,Ppnseo,-,-,Ppnmeo,,-,-,F0005799.000881.3.20
prvi,Kbvmei,Kbvmet,-,-,,Kbvmet,-,-,F0005799.000881.3.4
enem,Kbzsem,Kbzmem,-,-,,Kbzmem,-,-,F0005799.000983.1.33
koš,Sometn,Somei,-,-,Sometn,,-,-,F0005799.000983.1.4
obzorja,Soser,Sosmt,-,-,,Sosmt,-,-,F0005814.000073.2.28
Photoshopu,Somem,Slmem,photoshop,Photoshop,,Slmem,,Photoshop,F0005831.000252.2.30
jpeg,Sozmr,Somei,jpega,jpeg,,Somei,,jpeg,F0005831.000252.2.8
HiT,Slmei,Somei,Hit,hit,,Somei,,hit,F0005840.000509.1.1
Publikum,Somei,Slmei,publikum,Publikum,Somei,,publikum,,F0005840.000509.1.5
Tamkajšnjo,Ppnzet,Ppnsei,-,-,,Ppnsei,-,-,F0005891.000599.3.1
Goršek,Slmei,Slzeo,-,-,,Slzeo,-,-,F0005891.000599.3.28
Šmartna,Ppnzei,Slmer,šmarten,Šmartn,,Slmer,šmarten,Šmartn,F0005891.000599.3.41
duhovniku,Somem,Somed,-,-,,Somed,-,-,F0005892.000637.1.5
Sod,Somei,Slmei,sod,Sod,,Slmei,,Sod,F0005901.000175.3.15
sicer,L,Vp,-,-,,Vp,-,-,F0005901.000175.3.29
katerih,Zv-zmr,Zv-mmr,-,-,,Zv-mmr,-,-,F0005901.000225.6.9
Vsedanes,Somei,Slmei,vsedanes,Vsedanes,Somei,Slmei,vsedanes,Vsedanes,F0005901.000996.1.2
TV,Somei,Sozei,TV,tv,,Sozei,TV,,F0005901.000996.1.4
sadno,Ppnsei,Ppnzet,-,-,Ppnsei,,-,-,F0005922.001151.1.10
http://www.b2mb.si/lizika/,N,Nw,http://www.b2mb.si/lizika/,www.b2mb.si,N,,http://www.b2mb.si/lizika/,,F0005946.000222.1.1
JASMINKA,Somer,Slmei,jasminek,JASMINKA,Somer,Slmei,jasminek,JASMINKA,F0005956.000547.1.1
moj,Zspmeie,Zspmete,-,-,,Zspmete,-,-,F0005959.001857.2.12
Mariborčanke,Slzer,Slzmi,-,-,,Slzmi,-,-,F0005960.021293.1.1
triglavanke,Sozer,Sozmi,-,-,Sozer,Sozmi,-,-,F0005960.021293.1.3
Pet,Kbg-mi,Kbg-mt,-,-,Kbg-mi,,-,-,F0005960.032864.1.1
Poti,Ggnste,Sozmi,potiti,pot,,Sozmi,,pot,F0005960.044434.7.1
madridski,Ppnmeid,Ppnmetd,-,-,Ppnmeid,,-,-,F0005960.044434.7.24
Real,Somei,Sometn,-,-,Somei,Sometn,-,-,F0005960.044434.7.25
klubski,Ppnmeid,Ppnmetd,-,-,,Ppnmetd,-,-,F0005960.054771.1.17
nogomet,Somei,Sometn,-,-,,Sometn,-,-,F0005960.054771.1.18
Palermo,Slmei,Slmetn,-,-,Slmei,,-,-,F0005960.054771.1.31
A.,-,-,A.,a.,-,-,,a.,F0005960.054771.1.36
Werderju,Somed,Slmed,werder,Werder,,Slmed,,Werder,F0005960.054782.1.5
Razen,Ppnmein,Vp,-,-,,Vp,-,-,F0005960.074090.4.1
Saša,Slzei,Slmei,-,-,,Slmei,-,-,F0005960.078252.1.1
Lavre,Slzmi,Slmei,Lavra,Lavre,,Slmei,,Lavre,F0005960.078657.1.4
Wild,Slmei,Slzei,-,-,Slmei,,-,-,F0005960.082783.1.16
Flyers,Slmei,Slzei,-,-,Slmei,,-,-,F0005960.082783.1.2
Blackhawks,Slzei,Slmei,-,-,,Slmei,-,-,F0005960.082783.1.9
Slabše,Pppzmi,Rsr,slab,slabo,,Rsr,,slabo,F0005960.084289.8.1
sekunde,Sozer,Sozmt,-,-,,Sozmt,-,-,F0005960.084289.8.31
drugo,Kbzset,Kbzsei,-,-,,Kbzsei,-,-,F0005960.090792.7.2
dobro,Rsn,Soset,-,-,Rsn,,-,-,F0005960.098245.2.15
Zlatorog,Somei,Slmei,zlatorog,Zlatorog,Somei,,zlatorog,,F0005960.110386.1.7
D.,-,-,D.,d.,-,-,D.,,F0005960.111608.1.100
